status,status_desc,road_name,时间,路况描述
1,自东向西畅通,三里屯西五街,2023-03-16 16:35:48,三里屯西五街：自东向西畅通。
1,自西向东畅通,三里屯西六街,2023-03-16 16:35:48,三里屯西六街：自西向东畅通。
1,双向畅通,三里屯路,2023-03-16 16:35:48,三里屯路：双向畅通。
3,自北向南拥堵；自南向北轻微拥堵,东三环北路,2023-03-16 16:35:48,"东三环北路：自北向南拥堵；自南向北轻微拥堵；西向南,从三元桥到京广桥严重拥堵；南向北,从京广桥到燕莎桥拥堵。"
2,自北向南轻微拥堵；自南向北畅通,东三环北路辅路,2023-03-16 16:35:49,东三环北路辅路：自北向南轻微拥堵；自南向北畅通。
1,双向畅通,东直门外大街,2023-03-16 16:35:49,东直门外大街：双向畅通。
1,畅通,亮马河南路,2023-03-16 16:35:49,亮马河南路：畅通。
1,双向畅通,农展馆北路,2023-03-16 16:35:49,农展馆北路：双向畅通。
1,畅通,新源街,2023-03-16 16:35:50,新源街：畅通。
3,自北向南拥堵；自南向北轻微拥堵,燕莎桥,2023-03-16 16:35:50,"燕莎桥：自北向南拥堵；自南向北轻微拥堵；北向南,燕莎桥严重拥堵。"
3,双向拥堵,长虹桥,2023-03-16 16:35:50,"长虹桥：双向拥堵；北向南,长虹桥拥堵；南向北,长虹桥拥堵。"
1,自东向西畅通,三里屯西五街,2023-03-16 16:42:53,三里屯西五街：自东向西畅通。
1,自西向东畅通,三里屯西六街,2023-03-16 16:42:53,三里屯西六街：自西向东畅通。
2,自北向南畅通；自南向北轻微拥堵,三里屯路,2023-03-16 16:42:53,三里屯路：自北向南畅通；自南向北轻微拥堵。
3,自北向南拥堵；自南向北轻微拥堵,东三环北路,2023-03-16 16:42:53,"东三环北路：自北向南拥堵；自南向北轻微拥堵；西向南,从三元桥到京广桥严重拥堵；南向北,从京广桥到燕莎桥拥堵。"
2,自北向南轻微拥堵；自南向北畅通,东三环北路辅路,2023-03-16 16:42:54,"东三环北路辅路：自北向南轻微拥堵；自南向北畅通；南向北,从接秀桥到长虹桥拥堵。"
1,双向畅通,东直门外大街,2023-03-16 16:42:54,东直门外大街：双向畅通。
1,畅通,亮马河南路,2023-03-16 16:42:54,亮马河南路：畅通。
1,双向畅通,农展馆北路,2023-03-16 16:42:54,农展馆北路：双向畅通。
1,畅通,新源街,2023-03-16 16:42:54,新源街：畅通。
3,自北向南拥堵；自南向北畅通,燕莎桥,2023-03-16 16:42:56,"燕莎桥：自北向南拥堵；自南向北畅通；北向南,燕莎桥拥堵。"
3,双向拥堵,长虹桥,2023-03-16 16:42:56,"长虹桥：双向拥堵；北向南,长虹桥严重拥堵；南向北,长虹桥拥堵。"
1,自东向西畅通,三里屯西五街,2023-03-16 17:02:45,三里屯西五街：自东向西畅通。
1,自西向东畅通,三里屯西六街,2023-03-16 17:02:45,三里屯西六街：自西向东畅通。
1,双向畅通,三里屯路,2023-03-16 17:02:45,三里屯路：双向畅通。
3,自北向南拥堵；自南向北轻微拥堵,东三环北路,2023-03-16 17:02:45,"东三环北路：自北向南拥堵；自南向北轻微拥堵；北向南,从三元东桥到京广桥拥堵；南向北,从京广桥到燕莎桥拥堵。"
2,双向畅通,东三环北路辅路,2023-03-16 17:02:45,"东三环北路辅路：双向畅通；南向北,从接秀桥到长虹桥拥堵。"
1,双向畅通,东直门外大街,2023-03-16 17:02:46,东直门外大街：双向畅通。
1,畅通,亮马河南路,2023-03-16 17:02:46,亮马河南路：畅通。
1,双向畅通,农展馆北路,2023-03-16 17:02:46,农展馆北路：双向畅通。
1,畅通,新源街,2023-03-16 17:02:46,新源街：畅通。
2,自北向南轻微拥堵；自南向北畅通,燕莎桥,2023-03-16 17:02:47,"燕莎桥：自北向南轻微拥堵；自南向北畅通；北向南,燕莎桥拥堵。"
3,自北向南拥堵；自南向北轻微拥堵,长虹桥,2023-03-16 17:02:47,"长虹桥：自北向南拥堵；自南向北轻微拥堵；北向南,长虹桥拥堵；南向北,长虹桥拥堵。"
1,自东向西畅通,三里屯西五街,2023-03-16 17:08:02,三里屯西五街：自东向西畅通。
1,自西向东畅通,三里屯西六街,2023-03-16 17:08:02,三里屯西六街：自西向东畅通。
2,双向畅通,三里屯路,2023-03-16 17:08:02,三里屯路：双向畅通。
3,双向拥堵,东三环北路,2023-03-16 17:08:03,"东三环北路：双向拥堵；北向南,从燕莎桥到京广桥严重拥堵；南向北,从京广桥到燕莎桥拥堵。"
1,双向畅通,东三环北路辅路,2023-03-16 17:08:03,"东三环北路辅路：双向畅通；南向北,从接秀桥到长虹桥拥堵。"
1,双向畅通,东直门外大街,2023-03-16 17:08:03,东直门外大街：双向畅通。
