status,status_desc,road_name,时间,路况描述
1,双向畅通,农光路,2023-03-16 16:35:46,农光路：双向畅通。
1,双向畅通,南磨房路,2023-03-16 16:35:46,南磨房路：双向畅通。
1,双向畅通,松榆北路,2023-03-16 16:35:46,松榆北路：双向畅通。
1,双向畅通,武圣北路,2023-03-16 16:35:47,武圣北路：双向畅通。
1,双向畅通,武圣路,2023-03-16 16:35:47,武圣路：双向畅通。
1,双向畅通,潘家园桥,2023-03-16 16:35:47,潘家园桥：双向畅通。
1,双向畅通,潘家园路,2023-03-16 16:35:47,潘家园路：双向畅通。
1,双向畅通,磨房中街,2023-03-16 16:35:48,磨房中街：双向畅通。
1,双向畅通,农光路,2023-03-16 16:42:51,农光路：双向畅通。
1,双向畅通,南磨房路,2023-03-16 16:42:51,南磨房路：双向畅通。
2,自东向西畅通；自西向东轻微拥堵,松榆北路,2023-03-16 16:42:51,松榆北路：自东向西畅通；自西向东轻微拥堵。
1,双向畅通,武圣北路,2023-03-16 16:42:51,武圣北路：双向畅通。
1,双向畅通,武圣路,2023-03-16 16:42:52,武圣路：双向畅通。
1,双向畅通,潘家园桥,2023-03-16 16:42:52,潘家园桥：双向畅通。
1,双向畅通,潘家园路,2023-03-16 16:42:52,潘家园路：双向畅通。
1,双向畅通,磨房中街,2023-03-16 16:42:52,磨房中街：双向畅通。
1,双向畅通,农光路,2023-03-16 17:02:43,农光路：双向畅通。
1,自东向西畅通；自西向东轻微拥堵,南磨房路,2023-03-16 17:02:43,南磨房路：自东向西畅通；自西向东轻微拥堵。
3,自东向西畅通；自西向东拥堵,松榆北路,2023-03-16 17:02:43,松榆北路：自东向西畅通；自西向东拥堵。
1,双向畅通,武圣北路,2023-03-16 17:02:43,武圣北路：双向畅通。
1,双向畅通,武圣路,2023-03-16 17:02:44,武圣路：双向畅通。
1,双向畅通,潘家园桥,2023-03-16 17:02:44,潘家园桥：双向畅通。
1,双向畅通,潘家园路,2023-03-16 17:02:44,潘家园路：双向畅通。
1,双向畅通,磨房中街,2023-03-16 17:02:44,磨房中街：双向畅通。
1,双向畅通,农光路,2023-03-16 17:08:00,农光路：双向畅通。
1,双向畅通,南磨房路,2023-03-16 17:08:01,南磨房路：双向畅通。
1,自东向西畅通；自西向东轻微拥堵,松榆北路,2023-03-16 17:08:01,松榆北路：自东向西畅通；自西向东轻微拥堵。
1,双向畅通,武圣北路,2023-03-16 17:08:01,武圣北路：双向畅通。
1,双向畅通,武圣路,2023-03-16 17:08:01,武圣路：双向畅通。
1,双向畅通,潘家园桥,2023-03-16 17:08:01,潘家园桥：双向畅通。
1,双向畅通,潘家园路,2023-03-16 17:08:02,潘家园路：双向畅通。
1,双向畅通,磨房中街,2023-03-16 17:08:02,磨房中街：双向畅通。
1,双向畅通,农光路,2023-03-16 17:13:18,农光路：双向畅通。
1,双向畅通,南磨房路,2023-03-16 17:13:19,南磨房路：双向畅通。
3,自东向西畅通；自西向东拥堵,松榆北路,2023-03-16 17:13:19,松榆北路：自东向西畅通；自西向东拥堵。
1,双向畅通,武圣北路,2023-03-16 17:13:19,武圣北路：双向畅通。
1,双向畅通,武圣路,2023-03-16 17:13:19,武圣路：双向畅通。
1,双向畅通,潘家园桥,2023-03-16 17:13:20,潘家园桥：双向畅通。
1,双向畅通,潘家园路,2023-03-16 17:13:20,潘家园路：双向畅通。
1,双向畅通,磨房中街,2023-03-16 17:13:20,磨房中街：双向畅通。
1,双向畅通,农光路,2023-03-16 17:18:37,农光路：双向畅通。
1,双向畅通,南磨房路,2023-03-16 17:18:37,南磨房路：双向畅通。
3,自东向西畅通；自西向东拥堵,松榆北路,2023-03-16 17:18:38,松榆北路：自东向西畅通；自西向东拥堵。
1,双向畅通,武圣北路,2023-03-16 17:18:38,武圣北路：双向畅通。
1,双向畅通,武圣路,2023-03-16 17:18:38,武圣路：双向畅通。
2,自东向西畅通；自西向东拥堵,潘家园桥,2023-03-16 17:18:38,潘家园桥：自东向西畅通；自西向东拥堵。
2,自东向西畅通；自西向东拥堵,潘家园路,2023-03-16 17:18:38,潘家园路：自东向西畅通；自西向东拥堵。
1,双向畅通,磨房中街,2023-03-16 17:18:38,磨房中街：双向畅通。
1,双向畅通,农光路,2023-03-16 17:23:55,农光路：双向畅通。
1,双向畅通,南磨房路,2023-03-16 17:23:56,南磨房路：双向畅通。
3,自东向西畅通；自西向东拥堵,松榆北路,2023-03-16 17:23:56,"松榆北路：自东向西畅通；自西向东拥堵；北向南,从潘家园桥到武圣路严重拥堵。"
1,双向畅通,武圣北路,2023-03-16 17:23:56,武圣北路：双向畅通。
1,双向畅通,武圣路,2023-03-16 17:23:56,武圣路：双向畅通。
1,双向畅通,潘家园桥,2023-03-16 17:23:57,潘家园桥：双向畅通。
1,双向畅通,潘家园路,2023-03-16 17:23:57,潘家园路：双向畅通。
1,双向畅通,磨房中街,2023-03-16 17:23:57,磨房中街：双向畅通。
1,双向畅通,农光路,2023-03-16 17:29:12,农光路：双向畅通。
1,双向畅通,南磨房路,2023-03-16 17:29:12,南磨房路：双向畅通。
1,双向畅通,松榆北路,2023-03-16 17:29:12,松榆北路：双向畅通。
1,双向畅通,武圣北路,2023-03-16 17:29:13,武圣北路：双向畅通。
1,双向畅通,武圣路,2023-03-16 17:29:13,武圣路：双向畅通。
